"ID_UNIVERSIDAD","ID_TITULACION","NOMBRE_TITULACION","NOMBRE_TIPO_TITULACION"
"051","2500508","Graduado o Graduada en Educación Primaria","Grado"
"051","2500508","Graduado o Graduada en Maestro de Educación Primar","Grado"
"002","2500509","Graduado o Graduada en Fisioterapia","Grado"
"888","1001000","Arquitecto","1º y 2º ciclo"
"888","1002000","Ingeniero Agrónomo","1º y 2º ciclo"
"888","1003000","Ingeniero Aeronáutico","1º y 2º ciclo"
"888","1004000","Ingeniero de Caminos, Canales y Puertos","1º y 2º ciclo"
"888","1005000","Ingeniero de Minas","1º y 2º ciclo"
"888","1006000","Ingeniero de Montes","1º y 2º ciclo"
"888","1008000","Ingeniero de Telecomunicación","1º y 2º ciclo"
"888","1009000","Ingeniero Industrial","1º y 2º ciclo"
"888","1011000","Ingeniero en Informática","1º y 2º ciclo"
"888","1012000","Ingeniero en Electrónica","1º y 2º ciclo"
"888","1013000","Ingeniero en Automática y Electrónica Industrial","1º y 2º ciclo"
"888","1014000","Ingeniero de Organización Industrial","1º y 2º ciclo"
"888","1015000","Ingeniero Químico","1º y 2º ciclo"
"888","1016000","Ingeniero en Geodesia y Cartografía","1º y 2º ciclo"
"888","1017000","Ingeniero Naval y Oceánico","1º y 2º ciclo"
"888","1019000","Ingeniero de Materiales","1º y 2º ciclo"
"888","1021000","Ingeniero Geólogo","1º y 2º ciclo"
"888","1022000","Ingeniero de Sistemas de Defensa","1º y 2º ciclo"
"052","2500001","Graduado o Graduada en Artes Escénicas","Grado"
"052","2500002","Graduado o Graduada en Traducción","Grado"
"052","2500003","Graduado o Graduada en Gestión Cultural","Grado"
"065","2500005","Graduado o Graduada en Diseño de Interiores","Grado"
"029","2500007","Graduado o Graduada en Estudios Ingleses por la Un","Grado"
"072","2500008","Graduado o Graduada en Ciencias del Mar","Grado"
"029","2500009","Graduado o Graduada en Ciencias Ambientales por la","Grado"
"029","2500010","Graduado o Graduada en Química por la Universidad ","Grado"
"074","2500011","Graduado o Graduada en Ciencias del Trabajo y Recu","Grado"
"074","2500012","Graduado o Graduada en Psicología","Grado"
"074","2500013","Graduado o Graduada en Derecho por la Universidad ","Grado"
"052","2500018","Graduado o Graduada en Periodismo","Grado"
"065","2500020","Graduado o Graduada en Administración y Dirección ","Grado"
"065","2500021","Graduado o Graduada en Ciencias del Transporte y l","Grado"
"065","2500021","Graduado o Graduada en Ciencias del Transporte y l","Grado"
"065","2500023","Graduado o Graduada en Urbanismo, Ordenación Terri","Grado"
"036","2500024","Graduado o Graduada en Ciencias Políticas","Grado"
"036","2500025","Graduado o Graduada en Comunicación Audiovisual","Grado"
"036","2500026","Graduado o Graduada en Derecho por la Universidad ","Grado"
"036","2500027","Graduado o Graduada en Estadística y Empresa","Grado"
"036","2500028","Graduado o Graduada en Periodismo","Grado"
"036","2500029","Graduado o Graduada en Turismo","Grado"
"036","2500030","Graduado o Graduada en Administración de Empresas","Grado"
"066","2500031","Graduado o Graduada en Comunicación Audiovisual","Grado"
"066","2500032","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"072","2500033","Graduado o Graduada en Administración y Dirección ","Grado"
"072","2500033","Graduado o Graduada en Administración y Dirección ","Grado"
"029","2500034","Graduado o Graduada en Derecho por la Universidad ","Grado"
"061","2500035","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"061","2500035","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"061","2500036","Graduado o Graduada en Ingeniería en Informática","Grado"
"061","2500036","Graduado o Graduada en Ingeniería en Informática p","Grado"
"061","2500037","Graduado o Graduada en Ingeniería en Organización ","Grado"
"061","2500037","Graduado o Graduada en Ingeniería en Organización ","Grado"
"052","2500043","Graduado o Graduada en Ingeniería de la Edificació","Grado"
"052","2500044","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"036","2500045","Graduado o Graduada en Ingeniería de Sistemas de C","Grado"
"036","2500046","Graduado o Graduada en Ingeniería Informática por ","Grado"
"036","2500046","Graduado o Graduada en Ingeniería Informática","Grado"
"036","2500048","Graduado o Graduada en Ingeniería Mecánica","Grado"
"066","2500049","Graduado o Graduada en Arquitectura","Grado"
"066","2500050","Graduado o Graduada en Ingeniería en Sistemas de T","Grado"
"066","2500051","Graduado o Graduada en Ingeniería Informática por ","Grado"
"066","2500051","Graduado o Graduada en Ingeniería Informática","Grado"
"066","2500053","Graduado o Graduada en Fisioterapia","Grado"
"066","2500055","Graduado o Graduada en Psicología","Grado"
"072","2500056","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"072","2500059","Graduado o Graduada en Psicología","Grado"
"031","2500060","Graduado o Graduada en Medicina","Grado"
"014","2500061","Graduado o Graduada en Matemáticas","Grado"
"014","2500062","Graduado o Graduada en Sociología","Grado"
"014","2500063","Graduado o Graduada en Farmacia","Grado"
"073","2500064","Graduado o Graduada en Publicidad y Relaciones Púb","Grado"
"073","2500066","Graduado o Graduada en Ingeniería Informática","Grado"
"073","2500066","Graduado o Graduada en Ingeniería Informática por ","Grado"
"073","2500067","Graduado o Graduada en Farmacia","Grado"
"073","2500067","Graduado o Graduada en Farmacia por la Universidad","Grado"
"021","2500068","Graduado o Graduada en Ciencias Ambientales","Grado"
"021","2500069","Graduado o Graduada en Periodismo","Grado"
"021","2500070","Graduado o Graduada en Trabajo Social por la Unive","Grado"
"021","2500070","Graduado o Graduada en Trabajo Social","Grado"
"021","2500071","Graduado o Graduada en Arquitectura","Grado"
"021","2500071","Graduado o Graduada en Estudios en Arquitectura po","Grado"
"021","2500072","Graduado o Graduada en Enfermería por la Universid","Grado"
"021","2500072","Graduado o Graduada en Enfermería","Grado"
"021","2500073","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"021","2500073","Graduado o Graduada en Fisioterapia","Grado"
"053","2500074","Graduado o Graduada en Arte","Grado"
"053","2500074","Graduado o Graduada en Arte por la Universidad Eur","Grado"
"053","2500075","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"053","2500076","Graduado o Graduada en Comunicación Audiovisual y ","Grado"
"053","2500077","Graduado o Graduada en Derecho por la Universidad ","Grado"
"053","2500078","Graduado o Graduada en Dirección Internacional de ","Grado"
"053","2500079","Graduado o Graduada en Marketing y Dirección Comer","Grado"
"053","2500079","Graduado o Graduada en Marketing y Dirección Comer","Grado"
"053","2500080","Graduado o Graduada en Periodismo por la Universid","Grado"
"053","2500080","Graduado o Graduada en Periodismo","Grado"
"053","2500082","Graduado o Graduada en Ingeniería Informática por ","Grado"
"053","2500082","Graduado o Graduada en Ingeniería Informática","Grado"
"053","2500083","Graduado o Graduada en Medicina","Grado"
"068","2500085","Graduado o Graduada en Diseño","Grado"
"064","2500086","Graduado o Graduada en Arquitectura","Grado"
"033","2500087","Graduado o Graduada en Educación Infantil","Grado"
"033","2500087","Graduado o Graduada en Educación Infantil por la U","Grado"
"033","2500088","Graduado o Graduada en Trabajo Social","Grado"
"033","2500088","Graduado o Graduada en Trabajo Social por la Unive","Grado"
"056","2500089","Graduado o Graduada en  Periodismo por la Universi","Grado"
"056","2500089","Graduado o Graduada en Periodismo","Grado"
"056","2500090","Graduado o Graduada en Turismo","Grado"
"056","2500090","Graduado o Graduada en Turismo por la Universidad ","Grado"
"056","2500091","Graduado o Graduada en Medicina","Grado"
"057","2500092","Graduado o Graduada en Comunicación","Grado"
"018","2500881","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"018","2500882","Graduado o Graduada en Biología","Grado"
"018","2500883","Graduado o Graduada en Bioquímica y Ciencias Biomé","Grado"
"018","2500884","Graduado o Graduada en Ciencia y Tecnología de los","Grado"
"018","2500885","Graduado o Graduada en Nutrición Humana y Dietétic","Grado"
"019","2500886","Graduado o Graduada en Trabajo Social","Grado"
"038","2500887","Graduado o Graduada en Estudios de Gallego y Españ","Grado"
"038","2500888","Graduado o Graduada en Traducción e Interpretación","Grado"
"022","2500890","Graduado o Graduada en Genética","Grado"
"022","2500891","Graduado o Graduada en Enfermería por la Universid","Grado"
"022","2500891","Graduado o Graduada en Enfermería","Grado"
"022","2500892","Graduado o Graduada en Fisioterapia","Grado"
"022","2500892","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"022","2500893","Graduado o Graduada en Logopedia","Grado"
"022","2500893","Graduado o Graduada en Logopedia por la Universida","Grado"
"022","2500894","Graduado o Graduada en Turismo","Grado"
"022","2500895","Graduado o Graduada en Ingeniería Electrónica de T","Grado"
"022","2500895","Graduado o Graduada en Ingeniería Electrónica de T","Grado"
"022","2500896","Graduado o Graduada en Ingeniería Mecánica","Grado"
"022","2500897","Graduado o Graduada en Ingeniería Química","Grado"
"022","2500898","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"022","2500898","Graduado o Graduada en Ingeniería de Sistemas de T","Grado"
"008","2500899","Graduado o Graduada en Lenguas Modernas y sus Lite","Grado"
"023","2500900","Graduado o Graduada en Traducción e Interpretación","Grado"
"004","2500903","Graduado o Graduada en Sociología","Grado"
"051","2500904","Graduado o Graduada en Administración y Dirección ","Grado"
"065","2500905","Graduado o Graduada en Psicología","Grado"
"016","2500906","Graduado o Graduada en Física","Grado"
"016","2500906","Graduado o Graduada en Física por la Universidad d","Grado"
"067","2500907","Graduado o Graduada en Ingeniería de Diseño Indust","Grado"
"067","2500907","Graduado o Graduada en Ingeniería de Diseño Indust","Grado"
"034","2500908","Graduado o Graduada en Relaciones Laborales y Desa","Grado"
"066","2500909","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"066","2500909","Graduado o Graduada en Ciencias de la Actividad Fí","Grado"
"010","2500910","Graduado o Graduada en Economía","Grado"
"010","2500911","Graduado o Graduada en Maestro en Educación Infant","Grado"
"010","2500912","Graduado o Graduada en Maestro en Educación Primar","Grado"
"010","2500912","Graduado o Graduada en  Maestro en Educación Prima","Grado"
"010","2500913","Graduado o Graduada en Educación Social","Grado"
"010","2500914","Graduado o Graduada en Comercio","Grado"
"010","2500914","Graduado o Graduada en Comercio por la Universidad","Grado"
"010","2500915","Graduado o Graduada en Información y Documentación","Grado"
"010","2500915","Graduado o Graduada en Información y Documentación","Grado"
"010","2500916","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"010","2500916","Graduado o Graduada en Relaciones Laborales y Recu","Grado"
"053","2500917","Graduado o Graduada en Odontología","Grado"
"053","2500918","Graduado o Graduada en Podología","Grado"
"002","2500919","Graduado o Graduada en Filología Clásica","Grado"
"002","2500920","Graduado o Graduada en Geografía y Ordenación del ","Grado"
"002","2500921","Graduado o Graduada en Lenguas y Literaturas Moder","Grado"
"002","2500922","Graduado o Graduada en Lenguas y Literaturas Moder","Grado"
"002","2500923","Graduado o Graduada en Biología","Grado"
"002","2500924","Graduado o Graduada en Física","Grado"
"002","2500925","Graduado o Graduada en Química","Grado"
"002","2500926","Graduado o Graduada en Educación Primaria","Grado"
"002","2500927","Graduado o Graduada en Ingeniería en Diseño Indust","Grado"
"002","2500928","Graduado o Graduada en Ingeniería Mecánica","Grado"
"002","2500929","Graduado o Graduada en Ingeniería Química por la U","Grado"
"002","2500929","Graduado o Graduada en Ingeniería Química","Grado"
"003","2500930","Graduado o Graduada en Enfermería","Grado"
"003","2500930","Graduado o Graduada en Enfermería por la Universid","Grado"
"003","2500931","Graduado o Graduada en Fisioterapia","Grado"
"003","2500931","Graduado o Graduada en Fisioterapia por la Univers","Grado"
"003","2500932","Graduado o Graduada en Economía","Grado"
"003","2500933","Graduado o Graduada en Educación Infantil por la U","Grado"
"003","2500933","Graduado o Graduada en Educación Infantil","Grado"
"003","2500935","Graduado o Graduada en Ingeniería de Edificación","Grado"
"003","2500935","Graduado o Graduada en Ingeniería de Edificación p","Grado"
"040","2500936","Graduado o Graduada en Estudios Ingleses","Grado"
"040","2500936","Graduado o Graduada en Estudios Ingleses por la Un","Grado"
"040","2500937","Graduado o Graduada en Turismo por la Universidad ","Grado"
"040","2500937","Graduado o Graduada en Turismo","Grado"
"040","2500938","Graduado o Graduada en Ingeniería de Edificación","Grado"
"015","2500939","Graduado o Graduada en Física","Grado"
"009","2500940","Graduado o Graduada en Filología Moderna. Inglés","Grado"
"009","2500941","Graduado o Graduada en Economía","Grado"
"012","2500942","Graduado o Graduada en Enfermería","Grado"
"012","2500943","Graduado o Graduada en Odontología","Grado"
"031","2500944","Graduado o Graduada en Filosofía","Grado"
"031","2500945","Graduado o Graduada en Bioquímica","Grado"
"031","2500946","Graduado o Graduada en Química","Grado"
"031","2500947","Graduado o Graduada en Arquitectura","Grado"
"031","2500948","Graduado o Graduada en Ingeniería de la Edificació","Grado"
"031","2500949","Graduado o Graduada en Ingeniería Mecánica","Grado"
"031","2500950","Graduado o Graduada en Ingeniería de Organización ","Grado"
"031","2500951","Graduado o Graduada en Ingeniería de Tecnologías I","Grado"
"013","2500952","Graduado o Graduada en Biología","Grado"
"013","2500953","Graduado o Graduada en Biotecnología","Grado"
"013","2500954","Graduado o Graduada en Química","Grado"
"064","2500955","Graduado o Graduada en Administración y Dirección ","Grado"
"064","2500956","Graduado o Graduada en Ingeniería Electrónica Indu","Grado"
"064","2500957","Graduado o Graduada en Ingeniería en Sistemas Elec","Grado"
"024","2500958","Graduado o Graduada en Administración y Dirección ","Grado"
"024","2500959","Graduado o Graduada en Multimedia","Grado"
"032","2500960","Graduado o Graduada en Maestro en Educación Infant","Grado"
